counter, keyextract, sign, verify, total 
220,43.639700,73.495400,21.946000,139.081100 
221,41.142000,77.686400,20.788100,139.616500 
222,51.307100,99.879200,20.670900,171.857200 
223,55.870700,98.409300,20.718300,174.998300 
224,50.634700,51.385900,20.635400,122.656000 
225,50.619400,56.679300,20.764700,128.063400 
226,81.872100,77.124900,21.150300,180.147300 
227,50.615800,82.522500,20.766700,153.905000 
228,52.016200,50.977000,20.602600,123.595800 
229,50.490000,46.203000,20.788700,117.481700 
230,47.456400,72.437100,20.560000,140.453500 
231,45.507300,61.952700,20.915500,128.375500 
232,76.875700,69.287300,21.114600,167.277600 
233,50.371500,66.756000,20.745200,137.872700 
234,71.397300,45.983500,20.616900,137.997700 
235,45.519500,61.823400,21.028100,128.371000 
236,72.049600,72.157400,23.069700,167.276700 
237,61.199800,61.891700,20.895300,143.986800 
238,51.100700,75.373000,22.752200,149.225900 
239,50.587700,46.691400,20.855000,118.134100 
240,71.957200,62.518700,20.740200,155.216100 
241,45.350500,93.934000,21.971700,161.256200 
242,77.355200,66.957100,20.684300,164.996600 
243,61.275200,57.725000,21.033300,140.033500 
244,71.741600,46.395700,21.086800,139.224100 
245,76.490200,67.278100,20.831800,164.600100 
246,55.810000,76.758500,20.691000,153.259500 
247,66.110500,71.764400,20.790400,158.665300 
248,61.257800,94.168400,20.997800,176.424000 
249,82.478000,67.307600,20.845000,170.630600 
250,66.017300,61.656400,21.247500,148.921200 
251,66.192700,62.002800,21.003000,149.198500 
252,41.590300,53.218700,21.302500,116.111500 
253,62.496200,79.223300,21.283700,163.003200 
254,92.889200,92.795300,20.792900,206.477400 
255,61.301300,72.182100,20.590700,154.074100 
256,61.361700,67.405500,21.710100,150.477300 
257,66.492500,67.511300,21.032300,155.036100 
258,61.584900,57.761100,21.057400,140.403400 
259,82.166500,83.887900,20.827500,186.881900 
260,46.428200,52.231800,21.549800,120.209800 
261,40.911800,57.577500,22.826500,121.315800 
262,53.902400,80.659000,22.556400,157.117800 
263,52.025300,69.022000,20.982800,142.030100 
264,41.209700,58.911600,22.330500,122.451800 
265,67.756700,104.109500,20.951300,192.817500 
266,66.379000,66.115700,20.899500,153.394200 
267,85.382000,58.884800,23.013400,167.280200 
268,47.809200,89.720600,23.234600,160.764400 
269,48.726400,100.720200,20.674700,170.121300 
270,56.764500,99.587600,21.600600,177.952700 
271,56.539500,52.097400,20.923800,129.560700 
272,60.701700,107.742500,21.102600,189.546800 
273,61.661000,57.732400,21.203400,140.596800 
274,51.013000,85.930400,22.183500,159.126900 
275,73.307100,89.503800,21.025900,183.836800 
276,68.924000,87.914800,21.060300,177.899100 
277,76.714900,108.721900,20.681500,206.118300 
278,43.569800,52.407600,24.610600,120.588000 
279,61.432500,89.784200,21.829200,173.045900 
280,56.188200,78.644100,21.352100,156.184400 
281,40.345000,84.174500,21.698500,146.218000 
282,51.139400,73.074200,22.096100,146.309700 
283,52.189000,79.611100,23.741800,155.541900 
284,68.580800,61.627700,22.547900,152.756400 
285,52.044800,47.303200,23.137100,122.485100 
286,47.522600,72.670600,36.612600,156.805800 
287,69.217100,62.499000,21.578600,153.294700 
288,53.157800,99.121000,21.560400,173.839200 
289,53.111900,56.720500,31.186700,141.019100 
290,79.864200,52.192400,21.202400,153.259000 
291,74.929600,75.272800,23.664900,173.867300 
292,51.969000,59.186200,21.872500,133.027700 
293,51.181100,47.260400,21.704300,120.145800 
294,79.131300,78.549900,20.908000,178.589200 
295,59.849400,67.236700,26.184400,153.270500 
296,42.445700,73.836700,30.250300,146.532700 
297,63.717300,151.675200,20.924400,236.316900 
298,77.723700,94.316200,23.409000,195.448900 
299,74.060400,98.147300,27.894200,200.101900 
300,46.415700,67.111800,20.868900,134.396400 
301,72.538600,54.009800,21.218100,147.766500 
302,62.801800,58.662200,21.740300,143.204300 
303,41.620200,53.855000,22.307000,117.782200 
304,46.132400,46.895000,22.687500,115.714900 
305,51.199200,52.207700,20.837600,124.244500 
306,40.577500,52.078900,22.188100,114.844500 
307,57.946400,63.406200,21.276400,142.629000 
308,50.960700,77.415200,20.534500,148.910400 
309,51.575100,52.121100,21.478100,125.174300 
310,61.374300,46.191200,21.167500,128.733000 
311,40.428200,69.212800,21.469600,131.110600 
312,46.433300,66.818200,20.642000,133.893500 
313,55.934000,77.785200,21.017400,154.736600 
314,40.859500,56.523800,20.960200,118.343500 
315,40.503500,88.254900,20.867500,149.625900 
316,66.473200,78.085800,21.473400,166.032400 
317,45.457000,110.931300,20.959400,177.347700 
318,59.582300,62.119300,20.594300,142.295900 
319,61.291100,47.894500,21.087600,130.273200 
320,74.527200,47.565100,21.520000,143.612300 
321,51.432000,75.846100,21.981300,149.259400 
322,82.107400,57.516000,24.221500,163.844900 
323,45.549900,56.871300,20.696900,123.118100 
324,67.943000,64.859200,20.390200,153.192400 
325,47.015200,80.759200,21.402500,149.176900 
326,51.064900,52.953400,20.946400,124.964700 
327,46.778400,69.328300,20.914800,137.021500 
328,51.227700,67.765000,21.765200,140.757900 
329,50.952300,73.323000,21.542400,145.817700 
330,46.766800,56.549500,20.602700,123.919000 
331,41.553400,57.247000,20.999700,119.800100 
332,46.250700,65.397500,21.322400,132.970600 
333,40.127700,61.718400,20.879700,122.725800 
334,72.184500,72.129100,22.104400,166.418000 
335,72.480800,78.138900,20.774600,171.394300 
336,45.404900,72.205400,20.758600,138.368900 
337,81.796900,72.686900,21.124100,175.607900 
338,66.201500,61.720400,22.115600,150.037500 
339,40.449200,62.134000,21.810800,124.394000 
340,46.468900,65.127100,22.978000,134.574000 
341,46.658600,94.036000,20.816400,161.511000 
342,56.891100,52.659000,21.024800,130.574900 
343,60.991800,72.278400,27.473600,160.743800 
344,47.009400,82.063700,20.971300,150.044400 
345,40.491600,91.164400,22.287900,153.943900 
346,88.181900,77.691000,21.266800,187.139700 
347,46.120100,65.499000,28.173900,139.793000 
348,77.771000,67.341900,20.475300,165.588200 
349,66.241400,51.807800,21.013900,139.063100 
350,72.371300,72.272700,20.581400,165.225400 
351,50.466000,62.291400,23.166200,135.923600 
352,62.343100,83.017400,21.257000,166.617500 
353,51.043000,83.273900,21.162400,155.479300 
354,50.682400,87.975600,20.626400,159.284400 
355,83.881900,63.224400,21.256500,168.362800 
356,66.772900,51.317800,20.866800,138.957500 
357,40.284500,61.976000,20.844100,123.104600 
358,53.015000,69.614300,22.731800,145.361100 
359,40.954100,58.152800,20.913700,120.020600 
360,45.855900,72.271400,20.822300,138.949600 
361,51.301700,80.718500,20.776500,152.796700 
362,47.084200,70.767400,20.726200,138.577800 
363,51.144900,83.325700,21.068300,155.538900 
364,46.617200,63.039300,21.507800,131.164300 
365,66.241700,78.498000,21.093500,165.833200 
366,82.919900,62.148000,20.605900,165.673800 
367,45.638000,69.404300,20.976100,136.018400 
368,69.394100,68.451600,20.744800,158.590500 
369,40.160900,68.266600,22.211300,130.638800 
370,83.687600,64.444000,22.384700,170.516300 
371,72.180800,88.620100,21.245300,182.046200 
372,72.142200,68.198600,20.843000,161.183800 
373,45.452000,52.099200,20.933600,118.484800 
374,68.158700,75.189200,20.678500,164.026400 
375,50.840900,46.525000,21.369900,118.735800 
376,47.398500,73.933300,21.492800,142.824600 
377,61.080100,62.687400,20.774800,144.542300 
378,92.094600,78.685500,20.722700,191.502800 
379,40.832300,57.899800,21.131600,119.863700 
380,40.460800,57.047900,20.947900,118.456600 
381,56.316200,72.592700,21.048200,149.957100 
382,83.035700,50.684200,32.122600,165.842500 
383,67.080100,82.731800,21.414500,171.226400 
384,77.618700,68.071800,22.492200,168.182700 
385,56.657200,77.568700,20.774000,154.999900 
386,75.452800,74.453300,21.452000,171.358100 
387,67.125800,53.106200,20.929600,141.161600 
388,61.495500,67.231400,21.249300,149.976200 
389,71.445500,72.886400,20.847700,165.179600 
390,40.604700,61.635400,20.652700,122.892800 
391,40.233300,56.981600,20.921400,118.136300 
392,52.883900,68.252500,20.810000,141.946400 
393,50.812400,89.607000,20.816300,161.235700 
394,45.748000,92.975300,21.970300,160.693600 
395,50.903800,63.346300,20.857400,135.107500 
396,45.699900,83.376800,21.047600,150.124300 
397,65.077700,113.227000,22.603900,200.908600 
398,63.702200,75.597300,20.818800,160.118300 
399,46.421100,87.740100,20.805100,154.966300 
400,68.512500,74.969900,24.935400,168.417800 
401,60.647700,50.025100,21.860900,132.533700 
402,66.156500,48.390900,20.881500,135.428900 
403,63.747000,79.709400,21.423800,164.880200 
404,59.577200,70.241100,26.162400,155.980700 
405,77.315200,72.718800,20.842400,170.876400 
406,45.696700,87.795800,21.250700,154.743200 
407,45.331900,62.270600,21.417600,129.020100 
408,61.768600,57.262100,20.814000,139.844700 
409,66.575500,85.871400,21.156900,173.603800 
410,62.195900,52.283700,21.456900,135.936500 
411,51.028900,95.386100,24.082100,170.497100 
412,72.762300,83.356700,21.729900,177.848900 
413,46.720500,88.340200,20.849400,155.910100 
414,61.739200,56.719100,20.669100,139.127400 
415,45.764300,51.721200,21.115100,118.600600 
416,56.790300,52.046800,21.314800,130.151900 
417,62.323100,70.093800,20.987900,153.404800 
418,42.863400,87.814900,21.300300,151.978600 
419,51.171400,88.983500,21.066400,161.221300 
420,71.648600,69.124800,22.198700,162.972100 
421,47.173900,74.545700,23.097400,144.817000 
422,62.460400,78.981200,20.970400,162.412000 
423,67.052400,65.561700,21.128800,153.742900 
424,45.831300,97.099100,21.228200,164.158600 
425,66.681100,57.031400,25.709000,149.421500 
426,69.367300,59.703200,21.325200,150.395700 
427,40.657300,52.085000,20.740600,113.482900 
428,51.134900,62.150900,21.174000,134.459800 
429,103.687100,89.169200,20.834800,213.691100 
430,50.568600,91.058800,21.199800,162.827200 
431,91.752800,67.237600,20.655700,179.646100 
432,55.649500,66.485900,20.674200,142.809600 
433,65.044300,75.713100,21.930900,162.688300 
434,40.564200,52.509200,26.963500,120.036900 
435,51.289600,106.507100,34.386800,192.183500 
436,53.601800,59.132400,24.527400,137.261600 
437,55.644900,68.182500,21.267800,145.095200 
438,68.018300,59.801600,20.890200,148.710100 
439,45.621200,61.395600,24.635600,131.652400 
440,43.177300,83.264700,24.548900,150.990900 
441,42.082000,53.416600,23.584100,119.082700 
442,49.786700,46.739500,21.245100,117.771300 
443,71.941200,61.834200,31.353800,165.129200 
444,57.887300,75.474200,21.386700,154.748200 
445,47.205600,56.672000,22.015000,125.892600 
446,49.442700,72.130500,25.426300,146.999500 
447,52.693000,69.020900,25.776500,147.490400 
448,55.635900,85.013600,21.426500,162.076000 
449,40.388500,53.640500,20.957700,114.986700 
450,58.607000,81.380200,22.079100,162.066300 
451,54.742700,81.413600,22.593400,158.749700 
452,48.663700,67.865100,21.792400,138.321200 
453,98.251400,103.149400,21.150900,222.551700 
454,47.897800,108.176900,21.261500,177.336200 
455,42.488700,70.149800,21.521200,134.159700 
456,47.860000,62.110700,20.755600,130.726300 
457,45.980100,98.775400,24.623400,169.378900 
458,63.656100,85.734300,21.129300,170.519700 
459,73.328700,73.369800,21.083800,167.782300 
460,46.005100,67.907200,25.654700,139.567000 
461,72.030100,68.558800,21.192100,161.781000 
462,45.910500,73.677400,20.846100,140.434000 
463,46.241200,60.994200,21.289800,128.525200 
464,57.634400,64.105800,21.446400,143.186600 
465,63.309600,53.742800,21.700900,138.753300 
466,47.146000,51.956900,21.754800,120.857700 
467,53.625100,79.811100,28.098900,161.535100 
468,41.588600,58.000700,21.284700,120.874000 
469,47.094900,74.745700,21.181700,143.022300 
470,83.292700,52.776600,21.142300,157.211600 
471,56.442600,78.231700,22.047200,156.721500 
472,46.556800,73.096400,21.638900,141.292100 
473,40.460400,52.261000,21.238100,113.959500 
474,72.281800,73.246400,26.743900,172.272100 
475,51.495300,47.093600,21.206400,119.795300 
476,51.579100,93.105500,20.748500,165.433100 
477,51.012100,58.600100,31.729500,141.341700 
478,48.313000,90.901500,23.107600,162.322100 
479,54.264200,61.686800,27.477900,143.428900 
480,70.124600,95.210000,20.851600,186.186200 
481,50.936400,67.516300,21.040900,139.493600 
482,56.050900,93.941200,20.758200,170.750300 
483,45.950200,78.727300,26.182100,150.859600 
484,42.409300,52.415300,23.225200,118.049800 
485,43.285500,93.660200,21.620200,158.565900 
486,46.925500,96.208800,24.052100,167.186400 
487,45.554700,131.784800,30.183700,207.523200 
488,57.385500,111.677900,28.035700,197.099100 
489,68.930200,65.638900,25.166400,159.735500 
490,46.067200,70.617600,22.697300,139.382100 
491,68.558000,57.907000,21.254600,147.719600 
492,41.630800,77.745100,21.171700,140.547600 
493,63.286800,68.298500,22.042100,153.627400 
494,56.658400,82.640600,21.604300,160.903300 
495,71.284600,74.593100,21.489300,167.367000 
496,57.305400,62.884800,21.426700,141.616900 
497,72.967200,58.615400,21.429700,153.012300 
498,56.633900,93.046300,21.847700,171.527900 
499,50.065600,77.498400,21.145500,148.709500 
500,56.323200,63.459800,22.091400,141.874400 
