counter, keyextract, sign, verify, total 
379,1.580800,2.544600,4.860700,8.986100 
380,1.659100,2.631100,4.284700,8.574900 
381,1.933700,2.503700,4.946800,9.384200 
382,2.003600,2.571000,4.544900,9.119500 
383,1.819900,2.648100,5.242200,9.710200 
384,1.841800,2.484600,4.653500,8.979900 
385,1.835000,2.465700,4.326300,8.627000 
386,1.836300,2.503900,4.136100,8.476300 
387,2.056300,2.520200,4.289500,8.866000 
388,1.895400,2.444100,4.225800,8.565300 
389,1.924400,2.493300,4.312800,8.730500 
390,1.848300,2.534600,4.842500,9.225400 
391,1.942200,2.503300,4.261900,8.707400 
392,1.876800,2.474400,4.341400,8.692600 
393,1.945300,2.421000,4.383300,8.749600 
394,1.969000,2.488300,4.288100,8.745400 
395,1.926600,2.499000,4.306600,8.732200 
396,1.945500,2.506700,4.879200,9.331400 
397,1.892000,2.543500,4.194100,8.629600 
398,1.974300,2.772400,4.595500,9.342200 
399,1.831900,2.418400,4.346200,8.596500 
400,1.957400,2.413500,4.353000,8.723900 
401,1.767500,2.771400,4.367400,8.906300 
402,1.985100,2.578000,4.614400,9.177500 
