counter, keyextract, sign, verify, total 
234,12.143000,13.850000,21.781200,47.774200 
235,12.322800,13.839600,22.089000,48.251400 
236,12.268900,13.585300,22.341100,48.195300 
237,13.145200,15.424100,21.660000,50.229300 
238,12.199200,13.563100,22.054800,47.817100 
239,12.228000,13.849100,22.016900,48.094000 
240,12.056500,13.753000,22.126400,47.935900 
241,11.946200,13.652900,21.733900,47.333000 
242,12.551100,14.480900,21.853400,48.885400 
243,12.435900,13.851700,21.744700,48.032300 
244,12.229100,14.048600,23.022800,49.300500 
245,12.543200,14.128500,21.734500,48.406200 
246,12.114200,13.634300,21.919600,47.668100 
247,12.431600,13.815700,21.855300,48.102600 
248,12.490500,13.714900,22.375000,48.580400 
249,12.217600,13.619400,21.758300,47.595300 
250,13.115000,13.958900,21.924400,48.998300 
251,12.488900,13.901400,22.509100,48.899400 
252,12.269200,14.018400,23.041700,49.329300 
253,12.701500,14.564300,21.732000,48.997800 
254,12.257300,13.725200,22.523600,48.506100 
255,12.460900,14.251800,22.029200,48.741900 
256,12.355100,13.688500,21.593100,47.636700 
257,12.181800,13.633800,21.700000,47.515600 
258,12.258300,13.622000,21.807200,47.687500 
259,12.971800,13.704200,22.123400,48.799400 
260,12.103500,13.852400,23.213900,49.169800 
261,12.634400,14.447800,21.807500,48.889700 
262,12.207000,14.675100,22.469400,49.351500 
263,12.441300,13.995100,21.849000,48.285400 
264,12.779400,21.704700,22.270000,56.754100 
265,12.459200,14.307300,21.473700,48.240200 
266,13.162600,13.692800,21.902300,48.757700 
267,14.035200,13.663400,22.045400,49.744000 
268,12.294400,14.192900,22.773600,49.260900 
269,12.839300,14.318700,21.873200,49.031200 
270,12.207300,13.819800,21.861100,47.888200 
271,12.368900,13.834700,21.924300,48.127900 
272,12.228100,14.089800,21.843500,48.161400 
273,12.604600,14.264600,21.798100,48.667300 
274,12.284600,13.906700,21.803000,47.994300 
275,12.387800,13.657500,22.004800,48.050100 
276,12.367900,13.521700,22.678900,48.568500 
277,12.697700,13.875800,22.042200,48.615700 
278,12.158600,14.345500,21.848600,48.352700 
279,12.628700,13.912800,21.927000,48.468500 
280,12.225900,13.911100,21.707100,47.844100 
281,12.256400,13.966100,22.132700,48.355200 
282,12.194400,13.733700,21.749300,47.677400 
283,12.345600,13.863000,21.811400,48.020000 
284,12.359700,14.239000,23.098900,49.697600 
285,12.217100,14.082700,21.827300,48.127100 
286,12.082600,13.746700,21.907700,47.737000 
287,12.504100,14.380200,21.943700,48.828000 
288,13.032600,14.708400,22.490000,50.231000 
289,12.983500,13.798300,22.270900,49.052700 
290,12.169400,14.042300,22.071900,48.283600 
